Codigo,TipoProducto,PaisOrigen,Linea,Toma,Observacion,Descripcion,Activo
022.1403,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
022.1505,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
022.1245,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
022.1547,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero.,SI
022.0776,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.0522,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
022.1541,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
021.0400,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Soporte amortiguador delantero,SI
021.0554,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Soporte de amortiguador delantero,SI
021.0738,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Soporte amortiguador delantero con tornillo,SI
044.0864,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Soporte amortiguador delantero con rodamiento,SI
022.0705,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Soporte de amortiguador delantero,SI
022.0760,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
022.0448,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Soporte superior amortiguador delantero,SI
021.1542,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
022.1840,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta con rodamiento amortiguador delantero,SI
544.1304,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
044.1439,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. Delantero,SI
044.1478,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope amortiguador trasero,SI
044.1426,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. delant./  Kit ambos lados 044.2009,SI
044.1427,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y posicionador amortiguador trasero,SI
044.1428,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1429,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador trasero,SI
044.1430,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1435,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. delant./  Kit ambos lados  044.2010,SI
044.1436,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. tras. / Kit ambos lados 044.2011,SI
044.1442,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1443,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. delant. / Kit ambos lados 044.2012,SI
044.1445,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador trasero,SI
044.1446,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1447,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. tras. / Kit ambos lados 044.2013,SI
044.1448,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1450,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguadoir delantero,SI
044.1451,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1452,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1456,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1457,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. delant. / Kit ambos lados 044.2016,SI
044.1458,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope amortiguador trasero,SI
044.1463,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. delant. /Kit ambos lados 044.2017,SI
044.1485,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1465,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope amortiguador trasero,SI
044.1466,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope amortiguador trasero,SI
044.1486,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador trasero,SI
044.1470,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope amortiguador delantero,SI
044.1471,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope amortiguador trasero,SI
044.1472,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1474,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1475,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1477,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope amortiguador delantero,SI
044.1479,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. delant. / Kit ambos lados 044.2019,SI
044.1480,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. delant. / Kit ambos lados 044.2020,SI
044.1481,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort. tras. / Kit ambos lados 044.2021,SI
044.1482,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amor. tras. / Kit ambos lados 044.2022,SI
044.1483,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1484,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador trasero,SI
143221,Componentes de suspensión          ,Argentina                     ,Fuelles y Topes          ,,,Fuelle para amortiguadores Rancho,SI
044.1674,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort.delant. / Kit ambos lados 044.2027,SI
544.1331,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1437,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1467,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope de compresión amortiguador delantero.,SI
022.1400,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope de compresión suspension delantera,SI
044.1440,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amort trasero,SI
044.0899,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope aislador superior resorte trasero,SI
044.1449,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1730,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador trasero,SI
044.1731,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador trasero,SI
044.1732,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador delantero,SI
044.1733,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador trasero,SI
044.1734,Componentes de suspensión          ,Catalogo Brasil               ,Fuelles y Topes          ,,,Tope y fuelle amortiguador trasero,SI
011.0741,Componentes de suspensión          ,Catalogo Brasil               ,Bujes y Accesorios       ,,,Buje amortiguador trasero,SI
